0.06,99,9.34,0.11,1,0
0.11,98,9.27,0.16,1,0
0.13,99,9.29,0.05,1,0
0.15,99,9.16,0.11,1,0
0.20,98,9.36,0.16,1,0
0.22,99,9.24,0.16,2,0
0.24,100,9.22,0.17,2,0
0.26,99,9.50,0.21,2,0
0.30,110,8.98,0.43,2,0
0.32,114,9.72,0.57,2,0
0.35,113,8.97,0.59,2,0
0.37,117,9.86,0.36,2,0
0.41,118,9.07,0.16,2,0
0.43,121,8.50,0.26,3,0
0.45,120,10.55,0.41,3,0
0.50,122,9.58,0.38,3,0
0.52,124,10.02,0.27,0,0
0.55,126,9.09,0.13,0,0
0.57,125,10.19,0.02,0,0
0.61,125,8.22,0.33,0,0
0.63,125,9.33,0.31,0,0
0.65,126,10.40,0.53,0,0
0.67,124,10.14,0.55,0,0
0.71,116,9.37,0.58,1,0
0.73,103,10.92,0.96,1,0
0.75,85,11.23,1.43,1,0
0.77,67,10.27,1.54,1,0
0.81,35,14.33,1.78,1,0
0.83,32,15.03,2.22,1,0
0.86,28,14.54,2.37,1,0
0.91,24,8.60,1.78,2,0
0.93,24,7.72,1.10,2,0
0.96,25,8.95,1.32,2,0
1.01,32,8.51,2.72,2,0
1.04,32,9.06,3.18,2,0
1.06,26,9.74,3.48,2,0
1.12,14,11.98,3.62,2,0
1.14,16,12.77,3.33,2,0
1.16,13,12.98,2.90,2,0
1.22,14,8.97,1.90,2,0
1.24,12,9.01,1.70,2,0
1.26,14,9.04,1.63,2,0
1.28,16,10.44,1.81,2,0
1.32,96,11.20,1.72,2,0
1.34,119,14.47,2.36,2,0
1.36,126,21.78,2.82,3,0
1.38,132,13.64,1.95,3,0
1.42,140,10.63,1.89,3,0
1.45,141,9.41,1.70,3,0
1.47,141,10.29,0.99,0,1
1.53,143,8.18,0.69,0,1
1.55,147,9.60,0.48,0,1
1.57,144,10.23,0.61,0,1
1.63,141,9.14,0.46,0,1
1.65,139,9.74,0.51,0,1
1.67,138,9.69,0.66,0,1
1.73,128,9.77,0.53,0,1
1.75,117,8.99,0.64,1,1
1.77,113,9.36,0.78,1,1
1.83,93,9.32,1.26,1,1
1.86,78,10.10,1.56,1,1
1.88,71,10.44,1.81,1,1
1.93,31,12.07,2.76,2,1
1.96,31,14.43,2.13,2,1
1.98,28,14.96,2.67,2,1
2.04,22,18.06,3.73,2,1
2.06,15,20.28,3.89,2,1
2.08,12,18.09,4.92,2,1
2.14,11,8.30,3.00,2,1
2.16,20,6.16,1.64,2,1
2.18,36,5.07,2.33,2,1
2.24,36,3.77,3.71,2,1
2.26,41,4.66,4.96,2,1
2.28,35,7.21,5.47,2,1
2.34,13,11.00,5.72,2,1
2.36,13,13.93,5.90,2,1
2.38,15,16.76,6.11,2,1
2.40,17,18.16,6.12,2,1
2.44,8,25.36,5.11,2,1
2.46,17,22.04,3.44,2,1
