0.06,109,9.28,0.10,1,0
0.11,111,9.33,0.14,1,0
0.13,109,9.40,0.18,1,0
0.15,110,9.52,0.23,1,0
0.20,110,8.53,0.09,1,0
0.22,113,9.25,0.20,2,0
0.24,112,9.73,0.27,2,0
0.26,113,9.44,0.25,2,0
0.30,117,8.76,0.13,2,0
0.32,119,8.56,0.19,2,0
0.35,118,11.08,0.22,3,0
0.37,120,9.54,0.08,3,0
0.41,118,9.15,0.35,3,0
0.43,121,8.71,0.26,3,0
0.45,123,9.98,0.17,0,0
0.51,122,8.90,0.37,0,0
0.53,122,9.75,0.44,0,0
0.55,123,8.82,0.29,0,0
0.61,110,9.59,0.29,1,0
0.63,100,9.28,0.34,1,0
0.65,88,9.97,0.60,1,0
0.71,77,10.54,0.88,1,0
0.73,60,11.45,1.16,1,0
0.75,29,11.15,1.27,1,0
0.81,31,14.85,2.48,2,0
0.83,26,12.72,2.50,2,0
0.86,27,10.63,1.99,2,0
0.91,33,9.24,1.46,2,0
0.94,36,8.51,1.73,2,0
0.96,35,8.61,2.26,2,0
1.02,33,11.35,3.16,2,0
1.04,28,11.40,3.28,2,0
1.06,15,11.61,3.38,2,0
1.08,17,11.41,3.26,2,0
1.12,15,10.72,2.82,2,0
1.14,18,9.69,2.41,2,0
1.16,19,8.74,1.87,2,0
1.22,19,8.45,0.78,2,0
1.24,18,8.45,0.40,2,0
1.26,17,7.87,0.56,2,0
1.32,57,9.13,1.39,2,0
1.34,99,10.48,1.29,2,0
1.37,110,18.43,1.00,2,0
1.42,136,13.43,2.03,3,0
1.45,138,12.29,2.44,3,0
1.47,140,10.36,2.29,3,0
1.49,140,10.76,1.76,0,1
1.53,143,13.31,1.47,0,1
1.55,145,8.10,1.14,0,1
1.57,144,9.42,0.77,0,1
1.63,138,9.40,0.73,0,1
1.65,136,8.86,0.68,0,1
1.67,134,9.28,0.72,0,1
1.69,131,9.58,0.74,0,1
1.73,123,9.15,0.39,0,1
1.75,116,9.47,0.42,1,1
1.77,113,9.41,0.47,1,1
1.83,101,9.40,0.64,1,1
1.85,90,9.40,0.74,1,1
1.88,79,10.23,0.94,1,1
1.93,32,10.41,2.14,2,1
1.96,40,11.96,2.49,2,1
1.98,34,13.88,2.47,2,1
2.04,34,15.18,3.60,2,1
2.06,33,14.48,3.72,2,1
2.08,22,13.79,3.57,2,1
2.10,21,14.30,3.72,2,1
2.14,24,14.54,4.14,2,1
2.16,28,12.45,3.12,2,1
2.18,16,9.04,2.06,2,1
2.24,29,4.27,3.19,2,1
2.26,31,3.75,2.66,2,1
2.28,30,3.17,3.01,2,1
2.34,25,6.11,4.84,2,1
2.36,16,7.47,5.15,2,1
2.38,15,9.44,5.40,2,1
2.40,14,10.60,5.54,2,1
2.44,15,17.00,6.05,2,1
2.46,14,19.26,6.21,2,1
2.48,15,21.34,5.74,2,1
2.54,29,19.84,2.06,2,1
2.56,47,20.84,0.59,2,1
2.58,101,16.33,2.04,2,1
2.60,119,13.91,2.87,2,1
2.64,139,19.58,2.36,3,1
2.66,146,15.08,3.95,3,1
2.69,146,15.32,2.25,3,1
2.74,148,10.40,0.98,3,1
2.76,145,9.56,0.99,0,2
2.78,136,9.20,0.83,0,2
2.84,126,9.86,0.58,0,2
2.87,118,9.11,0.82,1,2
2.89,108,8.92,0.69,1,2
2.94,101,9.28,0.79,1,2
2.97,92,9.20,0.83,1,2
2.99,86,9.81,0.89,1,2
3.05,62,9.67,1.20,2,2
3.07,35,9.46,1.43,2,2
3.09,36,9.98,1.58,2,2
3.15,28,11.40,1.75,2,2
3.17,24,12.47,1.99,2,2
3.19,27,12.71,2.33,2,2
3.21,28,13.01,2.52,2,2
3.25,18,14.10,2.83,2,2
3.28,14,14.36,3.25,2,2
3.30,18,15.27,3.75,2,2
3.35,13,14.59,3.93,2,2
3.37,9,10.79,3.00,2,2
3.39,13,8.67,1.99,2,2
3.42,18,5.15,0.55,2,2
3.46,16,2.91,2.91,2,2
3.48,28,2.72,2.68,2,2
3.50,32,3.17,3.50,2,2
3.56,21,7.70,5.68,2,2
3.58,14,8.90,5.58,2,2
3.60,18,11.68,5.83,2,2
3.66,18,20.27,5.98,2,2
3.68,16,21.23,5.24,2,2
3.70,17,22.03,4.25,2,2
3.76,47,15.36,1.78,2,2
3.78,79,15.88,1.00,2,2
3.80,109,14.81,2.29,2,2
3.86,144,14.69,2.13,3,2
3.88,145,15.16,1.91,3,2
3.90,143,10.13,2.02,3,2
3.96,143,11.16,0.90,0,3
3.98,138,9.59,0.95,0,3
4.01,133,9.32,0.80,0,3
4.06,121,9.72,1.25,0,3
4.08,110,9.18,1.29,1,3
4.10,102,9.82,1.29,1,3
4.12,94,9.39,1.39,1,3
4.16,77,9.47,1.41,1,3
4.18,61,9.59,1.52,1,3
4.20,50,9.35,1.64,1,3
4.22,45,9.95,1.76,2,3
4.27,35,10.75,2.02,2,3
4.29,36,12.10,2.14,2,3
4.31,35,13.91,2.34,2,3
4.36,21,13.65,3.59,2,3
4.39,16,14.21,3.82,2,3
4.41,13,13.83,3.83,2,3
4.47,15,15.93,4.29,2,3
4.49,22,12.40,3.49,2,3
4.51,15,9.33,2.17,2,3
4.57,19,3.50,1.63,2,3
4.59,22,2.50,3.16,2,3
4.61,13,2.66,3.67,2,3
4.67,12,7.71,5.19,2,3
4.69,12,9.34,5.35,2,3
4.71,13,9.49,5.58,2,3
4.77,10,16.72,5.72,2,3
4.79,5,20.98,5.62,2,3
4.81,4,21.55,5.23,2,3
4.87,18,16.74,1.65,2,3
4.89,46,13.81,0.52,2,3
4.91,70,10.74,1.62,2,3
4.97,122,19.56,0.77,3,3
4.99,138,13.26,2.38,3,3
5.01,142,10.37,2.29,3,3
5.03,142,15.31,1.73,3,3
5.07,144,8.66,1.51,0,4
5.10,145,9.79,1.27,0,4
5.12,144,9.40,1.19,0,4
5.17,119,9.03,0.98,1,4
5.20,115,9.41,1.19,1,4
5.22,108,9.76,1.27,1,4
5.28,91,9.36,1.25,1,4
5.30,85,8.88,1.29,1,4
5.32,64,8.98,1.22,1,4
5.38,43,9.44,1.34,2,4
5.40,32,9.31,1.49,2,4
5.42,36,10.37,1.71,2,4
5.48,29,13.46,2.16,2,4
5.50,29,12.73,2.37,2,4
5.52,26,12.28,2.75,2,4
5.58,20,14.60,3.01,2,4
5.60,18,14.87,3.62,2,4
5.63,19,16.52,4.22,2,4
5.68,15,12.32,3.05,2,4
5.70,7,9.69,1.85,2,4
5.73,18,6.48,0.85,2,4
5.78,18,2.61,1.96,2,4
5.81,25,4.31,3.37,2,4
5.83,25,5.70,4.79,2,4
5.89,11,9.75,5.13,2,4
5.91,10,10.09,5.56,2,4
5.93,11,13.38,5.90,2,4
5.99,13,22.11,5.82,2,4
6.01,9,21.88,4.72,2,4
6.03,11,19.33,3.66,2,4
6.05,12,16.72,2.18,2,4
6.09,85,15.62,2.08,2,4
6.11,109,15.25,2.25,2,4
6.14,118,16.78,2.30,2,4
6.19,142,14.88,1.89,3,4
6.21,141,11.21,1.76,3,4
6.24,141,8.40,1.49,3,4
6.30,134,9.53,1.29,0,5
6.32,127,10.13,1.00,0,5
6.34,113,9.11,1.05,1,5
6.40,99,9.55,1.13,1,5
6.42,88,9.62,1.24,1,5
6.44,72,9.03,1.29,1,5
6.46,66,8.79,1.24,1,5
6.50,45,9.43,1.49,2,5
6.52,41,9.21,1.52,2,5
6.55,34,9.83,1.57,2,5
6.60,34,11.36,1.99,2,5
6.62,29,12.10,2.11,2,5
6.65,25,12.88,2.27,2,5
6.70,21,13.73,3.11,2,5
6.72,17,15.67,3.25,2,5
6.74,17,15.88,3.58,2,5
6.80,12,14.44,4.36,2,5
6.82,18,11.66,3.42,2,5
6.85,11,11.45,2.25,2,5
6.87,16,7.02,0.87,2,5
6.91,16,3.07,2.66,2,5
6.93,14,2.61,2.65,2,5
6.95,18,3.32,3.44,2,5
7.01,11,7.01,5.37,2,5
7.03,10,8.54,5.85,2,5
7.05,12,10.66,6.40,2,5
7.11,7,21.67,6.37,2,5
7.13,5,24.72,6.06,2,5
7.15,10,23.99,4.92,2,5
7.21,44,17.85,0.76,2,5
7.23,90,13.74,1.69,2,5
7.26,118,16.80,1.89,2,5
7.31,140,13.05,2.83,3,5
7.33,141,16.47,2.08,3,5
7.36,141,10.89,1.94,3,5
7.41,138,10.00,0.86,0,6
7.43,139,9.42,0.91,0,6
7.45,133,10.00,1.02,0,6
7.47,131,9.38,1.16,0,6
7.52,115,9.32,1.31,1,6
7.54,111,9.78,1.25,1,6
7.57,99,9.77,1.40,1,6
7.62,68,9.34,1.45,1,6
7.64,59,9.38,1.47,1,6
7.66,54,9.85,1.56,1,6
7.72,45,10.47,1.95,2,6
7.74,33,11.45,2.20,2,6
7.76,35,12.09,2.17,2,6
7.82,24,12.37,3.24,2,6
7.84,22,12.94,3.31,2,6
7.86,21,16.31,3.44,2,6
7.92,16,16.12,4.68,2,6
7.95,16,12.74,3.98,2,6
7.97,13,9.57,2.64,2,6
8.02,16,4.23,2.13,2,6
8.05,20,2.51,2.45,2,6
8.07,13,2.74,2.87,2,6
8.13,17,6.74,5.39,2,6
8.15,15,8.15,5.67,2,6
8.17,13,9.39,5.89,2,6
8.23,13,19.82,6.42,2,6
8.25,10,22.73,6.26,2,6
8.27,27,24.15,5.59,2,6
8.33,49,21.36,1.50,2,6
8.35,97,17.98,1.69,2,6
8.37,113,18.44,2.54,2,6
8.43,143,17.05,2.13,3,6
8.45,143,15.43,2.19,3,6
8.47,143,10.21,1.68,3,6
8.49,143,6.98,1.37,0,7
8.53,137,10.42,1.03,0,7
8.56,134,10.61,0.80,0,7
8.58,121,10.18,0.97,0,7
8.63,106,9.09,1.22,1,7
8.66,97,9.71,1.18,1,7
8.68,91,9.58,1.12,1,7
8.73,58,9.13,1.14,1,7
8.76,48,8.95,1.22,1,7
8.78,46,9.48,1.31,1,7
8.83,32,9.73,1.47,2,7
8.86,32,10.27,1.66,2,7
8.88,31,10.76,2.01,2,7
8.94,22,14.80,3.07,2,7
8.96,21,14.67,3.18,2,7
8.98,18,15.33,3.33,2,7
9.04,15,16.16,4.80,2,7
9.06,17,16.33,4.63,2,7
9.08,26,13.38,3.60,2,7
9.10,13,9.41,2.67,2,7
9.14,17,3.61,0.46,2,7
9.16,20,3.91,2.20,2,7
9.18,20,3.00,2.77,2,7
9.24,18,5.26,5.32,2,7
9.26,18,7.75,5.41,2,7
9.28,12,8.11,5.26,2,7
9.34,10,14.93,6.42,2,7
9.36,12,20.77,6.32,2,7
9.38,10,22.30,6.20,2,7
9.44,11,22.09,2.18,2,7
9.47,30,18.59,1.48,2,7
9.49,79,14.95,2.16,2,7
9.55,124,21.05,1.71,3,7
9.56,136,11.83,2.61,3,7
9.59,136,17.42,2.26,3,7
9.65,143,9.64,0.94,0,8
9.67,136,9.42,0.90,0,8
9.69,134,9.46,1.07,0,8
9.75,120,8.95,0.99,0,8
9.77,116,9.47,1.07,1,8
9.79,114,9.33,1.15,1,8
9.81,107,9.28,1.10,1,8
9.85,79,9.56,1.11,1,8
9.87,68,9.26,1.22,1,8
9.90,59,9.33,1.30,1,8
9.95,44,9.73,1.62,2,8
9.97,45,9.82,1.75,2,8
9.99,39,11.34,1.73,2,8
10.05,26,12.38,2.56,2,8
10.07,24,12.61,2.81,2,8
10.10,25,13.32,2.87,2,8
10.15,20,17.12,4.10,2,8
10.18,16,17.63,4.67,2,8
10.20,14,16.07,4.55,2,8
10.25,12,10.02,2.06,2,8
10.28,20,3.03,0.41,2,8
10.30,17,3.67,1.99,2,8
10.35,15,2.91,4.25,2,8
10.38,15,3.62,4.89,2,8
10.40,12,5.88,5.41,2,8
10.46,4,12.40,6.66,2,8
10.48,8,18.11,6.68,2,8
10.50,10,21.17,6.53,2,8
10.56,22,26.27,3.29,2,8
10.58,29,23.28,2.83,2,8
10.60,57,16.88,1.83,2,8
10.66,120,17.25,2.68,2,8
10.68,129,19.16,2.18,3,8
10.70,135,19.31,2.34,3,8
10.76,136,9.68,1.35,3,8
10.78,136,8.92,0.99,0,9
10.80,136,10.19,0.83,0,9
10.86,113,8.57,1.22,1,9
10.88,110,9.44,1.23,1,9
10.90,102,9.87,1.37,1,9
10.96,67,9.59,1.48,1,9
10.98,61,9.01,1.55,1,9
11.00,49,9.19,1.45,1,9
11.06,44,9.68,1.48,2,9
11.09,42,10.14,1.52,2,9
11.11,38,11.37,1.63,2,9
11.16,25,12.24,1.91,2,9
11.19,24,12.42,2.73,2,9
11.21,20,12.13,3.00,2,9
11.27,20,14.62,3.66,2,9
11.29,17,15.94,4.25,2,9
11.31,17,16.40,4.41,2,9
11.37,15,11.35,2.23,2,9
11.39,18,6.74,1.16,2,9
11.41,20,4.44,2.03,2,9
11.47,14,2.26,3.04,2,9
11.49,16,3.42,3.93,2,9
11.51,13,6.24,4.75,2,9
11.57,12,8.65,5.85,2,9
11.59,10,12.28,6.12,2,9
11.61,6,14.06,6.46,2,9
11.67,23,23.74,5.50,2,9
11.69,24,23.50,3.75,2,9
11.71,27,23.76,2.32,2,9
11.77,106,12.73,2.42,2,9
11.79,114,18.21,2.01,2,9
11.82,128,18.50,1.52,3,9
11.87,137,14.61,2.21,3,9
11.90,139,8.56,1.62,3,9
11.92,137,8.62,1.05,0,10
11.97,132,9.67,0.97,0,10
11.99,128,9.62,0.99,0,10
12.02,121,9.24,1.00,0,10
12.08,98,9.55,1.25,1,10
12.10,76,9.52,1.33,1,10
12.12,69,9.47,1.45,1,10
12.18,46,9.51,1.50,2,10
12.20,42,9.92,1.62,2,10
12.22,38,10.50,1.74,2,10
12.28,31,11.88,1.80,2,10
12.30,28,12.06,1.98,2,10
12.32,25,12.49,2.79,2,10
12.38,18,13.10,3.02,2,10
12.40,13,15.19,3.52,2,10
12.43,15,17.15,4.27,2,10
12.48,21,13.09,3.86,2,10
12.51,16,9.41,2.99,2,10
12.53,18,6.70,1.25,2,10
12.58,23,2.87,2.38,2,10
12.60,23,2.95,2.47,2,10
12.63,22,3.92,3.43,2,10
12.69,13,6.42,5.35,2,10
12.71,12,6.87,5.82,2,10
12.73,8,11.02,6.01,2,10
12.79,4,19.42,5.85,2,10
12.81,13,24.14,5.79,2,10
12.83,24,26.20,4.86,2,10
12.89,71,19.95,1.55,2,10
12.91,102,18.41,1.97,2,10
12.93,120,15.32,2.50,2,10
12.99,142,17.85,2.60,3,10
13.01,142,13.14,2.20,3,10
13.03,146,8.71,1.64,3,10
13.09,143,10.08,1.17,0,11
13.11,132,10.50,1.21,0,11
13.13,128,10.12,1.24,0,11
13.19,110,9.44,1.12,1,11
13.21,107,9.26,1.10,1,11
13.23,93,9.36,1.16,1,11
13.29,67,9.60,1.26,1,11
13.31,53,9.77,1.45,2,11
13.34,46,9.33,1.54,2,11
13.40,34,11.21,1.99,2,11
13.42,36,12.71,2.10,2,11
13.44,28,13.81,2.50,2,11
13.50,20,14.90,3.62,2,11
13.52,18,16.07,3.49,2,11
13.54,19,16.68,3.80,2,11
13.60,16,11.67,3.82,2,11
13.62,16,9.07,2.73,2,11
13.64,31,7.84,1.16,2,11
13.70,24,2.49,2.34,2,11
13.72,22,2.08,2.49,2,11
13.74,17,3.31,3.37,2,11
13.80,9,8.29,5.15,2,11
13.82,6,8.90,5.08,2,11
13.84,8,10.10,5.39,2,11
13.90,11,16.95,5.93,2,11
13.92,6,19.39,5.85,2,11
13.94,17,20.71,5.29,2,11
14.00,39,21.91,1.55,2,11
14.02,70,14.96,0.91,2,11
14.05,107,14.16,2.24,2,11
14.10,124,13.78,2.52,3,11
14.13,133,21.15,2.71,3,11
14.15,138,18.53,2.55,3,11
14.21,139,9.93,0.93,0,12
14.23,132,10.02,0.63,0,12
