0.06,117,9.17,0.09,1,0
0.11,117,9.34,0.08,1,0
0.13,116,9.52,0.10,1,0
0.15,117,9.10,0.07,1,0
0.19,120,9.27,0.08,1,0
0.22,122,8.56,0.09,3,0
0.24,122,9.86,0.31,3,0
0.26,123,9.77,0.23,3,0
0.30,123,9.61,0.18,3,0
0.32,124,9.80,0.16,0,0
0.34,124,8.33,0.16,0,0
0.36,127,8.85,0.33,0,0
0.40,123,10.09,0.35,0,0
0.43,125,9.01,0.28,0,0
0.45,120,9.81,0.44,0,0
0.50,115,9.53,0.33,1,0
0.52,97,10.51,0.76,1,0
0.55,82,10.59,1.24,1,0
0.60,31,13.93,1.79,1,0
0.63,27,14.66,2.04,1,0
0.65,26,14.48,2.32,1,0
0.70,19,7.82,1.94,2,0
0.73,19,6.89,1.24,2,0
0.75,16,6.94,0.66,2,0
0.77,17,6.93,1.67,2,0
0.81,19,8.67,2.68,2,0
0.83,22,8.30,2.85,2,0
0.86,17,8.13,3.15,2,0
0.91,12,11.07,3.71,2,0
0.93,10,11.89,3.71,2,0
0.95,10,12.05,3.61,2,0
0.97,0,12.83,3.49,2,0
1.01,0,11.00,2.22,2,0
1.03,9,9.74,1.45,2,0
1.05,12,8.31,1.03,2,0
1.07,10,8.47,1.25,2,0
1.11,12,10.50,1.84,2,0
1.13,34,11.25,2.06,2,0
1.15,89,11.02,1.69,2,0
1.21,136,14.56,2.01,3,0
1.23,140,10.88,2.32,3,0
1.26,142,12.89,1.84,3,0
1.31,147,10.70,1.05,0,1
1.34,146,9.61,0.99,0,1
1.36,148,8.46,0.57,0,1
1.41,137,9.62,0.49,0,1
1.44,134,8.62,0.40,0,1
1.46,133,9.32,0.60,0,1
1.52,117,8.72,0.45,1,1
1.54,118,9.66,0.42,1,1
1.56,111,9.86,0.72,1,1
1.62,89,10.07,0.82,1,1
1.64,71,9.87,1.07,1,1
1.66,61,9.85,1.23,1,1
1.72,32,11.44,1.83,2,1
1.74,26,11.30,1.96,2,1
1.76,30,11.62,2.14,2,1
1.78,27,13.42,2.51,2,1
1.82,22,14.21,3.16,2,1
1.84,10,16.04,3.43,2,1
1.86,12,17.22,3.83,2,1
1.88,10,17.49,4.35,2,1
1.93,8,16.78,4.54,2,1
1.95,15,14.04,3.74,2,1
1.97,8,9.02,2.95,2,1
1.99,14,4.13,1.35,2,1
2.03,29,3.40,3.15,2,1
2.05,34,3.10,3.19,2,1
2.07,37,2.87,3.83,2,1
2.13,29,6.18,5.12,2,1
2.15,15,7.18,5.54,2,1
2.17,11,9.05,5.92,2,1
2.19,8,11.61,6.07,2,1
2.23,9,17.15,5.98,2,1
2.25,5,20.73,5.70,2,1
2.27,7,24.38,5.14,2,1
2.33,9,16.84,1.99,2,1
2.35,30,15.74,0.38,2,1
2.37,94,10.79,2.04,2,1
2.39,126,15.88,1.45,3,1
2.43,145,16.83,2.33,3,1
2.45,146,9.35,2.72,3,1
2.48,149,10.99,1.84,3,1
2.53,145,9.82,1.46,0,2
2.55,141,10.91,1.16,0,2
2.58,139,9.48,0.91,0,2
2.63,126,9.87,1.00,0,2
2.65,121,9.11,1.13,0,2
2.67,113,9.52,1.04,1,2
2.73,89,9.43,1.41,1,2
2.75,76,9.08,1.42,1,2
2.78,62,10.09,1.43,1,2
2.83,30,10.98,2.11,2,2
2.85,24,11.41,2.24,2,2
2.87,24,11.88,2.39,2,2
2.89,21,14.10,2.50,2,2
2.94,14,12.99,3.22,2,2
2.96,9,13.87,3.49,2,2
2.98,9,16.90,3.78,2,2
3.00,9,18.09,4.08,2,2
3.05,11,14.57,4.41,2,2
3.07,14,12.78,3.34,2,2
3.10,9,9.03,2.01,2,2
3.14,23,4.31,2.67,2,2
3.16,13,2.44,2.86,2,2
3.19,17,3.49,3.49,2,2
3.24,21,5.99,5.03,2,2
3.26,10,6.86,5.58,2,2
3.28,9,7.98,5.96,2,2
3.30,9,10.21,6.23,2,2
3.35,10,19.89,6.53,2,2
3.37,12,23.13,6.38,2,2
3.39,5,25.11,5.91,2,2
3.44,14,28.45,1.21,2,2
3.46,68,21.87,1.50,2,2
3.49,111,10.33,2.86,2,2
3.51,124,13.05,3.24,3,2
3.55,147,16.28,3.33,3,2
3.57,150,13.42,2.29,3,2
3.59,153,13.76,1.63,3,2
3.65,142,10.48,1.29,0,3
3.67,132,9.66,1.15,0,3
3.69,122,9.22,1.11,0,3
3.75,113,8.82,0.98,1,3
3.77,109,9.32,0.98,1,3
3.79,109,9.57,0.97,1,3
3.85,72,9.45,0.90,1,3
3.87,65,9.35,1.17,1,3
3.89,56,9.79,1.45,1,3
3.95,40,9.59,1.88,2,3
3.97,34,10.58,2.13,2,3
3.99,31,11.74,2.47,2,3
4.05,28,13.50,3.27,2,3
4.07,29,13.67,3.43,2,3
4.09,27,16.66,3.50,2,3
4.11,21,18.45,3.64,2,3
4.15,14,14.81,4.72,2,3
4.17,12,13.05,4.18,2,3
4.19,10,12.08,3.03,2,3
4.25,19,3.15,1.46,2,3
4.27,21,2.87,2.21,2,3
4.29,22,2.72,2.54,2,3
4.31,28,2.39,3.15,2,3
4.35,21,4.92,4.46,2,3
4.37,19,6.29,5.04,2,3
4.40,12,7.03,5.65,2,3
4.45,4,13.98,6.02,2,3
4.47,5,19.36,6.15,2,3
4.50,6,24.27,6.21,2,3
4.55,17,19.58,3.54,2,3
4.57,35,21.80,1.48,2,3
4.59,73,17.42,1.05,2,3
4.65,129,24.02,2.00,3,3
4.67,134,13.13,2.66,3,3
4.69,135,15.82,2.36,3,3
4.75,143,11.38,1.06,3,3
